fscskey,fscs_seq,libname,city,state,zip,lat,lon,outlet_type
CA0105,018,NORTH SACRAMENTO/HAGGINWOOD LIBRARY,SACRAMENTO,CA,95815,38.60997399,-121.4513093,BR
CA0105,019,ORANGEVALE LIBRARY,ORANGEVALE,CA,95662,38.67844006,-121.22966,BR
CA0105,020,RANCHO CORDOVA LIBRARY,SACRAMENTO,CA,95827,38.57627493,-121.3290787,BR
CA0105,021,RIO LINDA LIBRARY,RIO LINDA,CA,95673,38.6893502,-121.4510802,BR
CA0105,022,SOUTHGATE LIBRARY,SACRAMENTO,CA,95823,38.49240871,-121.4337006,BR
CA0105,023,SYLVAN OAKS LIBRARY,CITRUS HEIGHTS,CA,95621,38.68737789,-121.3079757,BR
CA0105,024,WALNUT GROVE LIBRARY,WALNUT GROVE,CA,95690,38.2410431,-121.5142288,BR
CA0105,029,COLONIAL HEIGHTS LIBRARY,SACRAMENTO,CA,95820,38.53207405,-121.4458542,BR
CA0105,030,SOUTH NATOMAS LIBRARY,SACRAMENTO,CA,95833,38.61869436,-121.4979172,BR
CA0105,033,VALLEY-HI NORTH LAGUNA LIBRARY,SACRAMENTO,CA,95823,38.45264047,-121.417244,BR
CA0105,034,ISLETON BRANCH LIBRARY,ISLETON,CA,95641,38.16179656,-121.6079482,BR
CA0105,035,FRANKLIN LIBRARY,ELK GROVE,CA,95757,38.3923797,-121.4320449,BR
CA0105,036,COURTLAND LIBRARY,COURTLAND,CA,95615,38.33080289,-121.5664979,BR
CA0105,037,SOJOURNER,SACRAMENTO,CA,95822,38.52381142,-121.5114441,BS
CA0105,038,WANDERER,SACRAMENTO,CA,95822,38.52381142,-121.5114441,BS
CA0105,039,NORTH NATOMAS LIBRARY,SACRAMENTO,CA,95835,38.65731435,-121.5185241,BR
CA0105,040,POCKET-GREENHAVEN,SACRAMENTO,CA,95831,38.49349601,-121.5369873,BR
CA0106,002,JOHN STEINBECK LIBRARY,SALINAS,CA,93901,36.67223736,-121.6566773,CE
CA0106,003,CESAR CHAVEZ LIBRARY,SALINAS,CA,93905,36.67988208,-121.606659,BR
CA0106,004,EL GABILAN LIBRARY,SALINAS,CA,93906,36.70497137,-121.6529159,BR
CA0106,005,SALINAS PUBLIC LIBRARY BOOKMOBILE,SALINAS,CA,93901,36.67165758,-121.6571732,BS
CA0107,002,SAN ANSELMO PUBLIC LIBRARY,SAN ANSELMO,CA,94960,37.9743348,-122.5629045,CE
CA0108,002,SAN BENITO COUNTY FREE LIBRARY,HOLLISTER,CA,95023,36.85155871,-121.4050139,CE
CA0108,005,LIBRARY BOOKMOBILE,HOLLISTER,CA,95023,36.85155871,-121.4050139,BS
CA0109,003,ADELANTO BRANCH LIBRARY,ADELANTO,CA,92301,34.57918163,-117.4146271,BR
CA0109,004,NEWTON T. BASS APPLE VALLEY BRANCH LIBRARY,APPLE VALLEY,CA,92307,34.52486795,-117.2157593,BR
CA0109,005,BARSTOW BRANCH LIBRARY,BARSTOW,CA,92311,34.89557258,-117.0243148,BR
CA0109,006,BIG BEAR LAKE BRANCH LIBRARY,BIG BEAR LAKE,CA,92315,34.24599842,-116.8873291,BR
CA0109,007,BLOOMINGTON BRANCH LIBRARY,BLOOMINGTON,CA,92316,34.07046511,-117.4111404,BR
CA0109,008,CHINO BRANCH LIBRARY,CHINO,CA,91710,34.01396174,-117.6893692,BR
CA0109,009,CRESTLINE BRANCH LIBRARY,CRESTLINE,CA,92325,34.24205025,-117.2765885,BR
CA0109,010,HIGHLAND SAM J. RACADIO LIBRARY AND ENVIRONMENTAL LEARNING C,HIGHLAND,CA,92346,34.11059951,-117.2174834,BR
CA0109,011,FONTANA LEWIS LIBRARY AND TECHNOLOGY CENTER,FONTANA,CA,92335,34.10055929,-117.43573,BR
CA0109,012,GRAND TERRACE BRANCH LIBRARY,GRAND TERRACE,CA,92313,34.035274,-117.3069556,BR
CA0109,013,HESPERIA BRANCH LIBRARY,HESPERIA,CA,92345,34.42608269,-117.3151703,BR
CA0109,014,JOSHUA TREE BRANCH LIBRARY,JOSHUA TREE,CA,92252,34.13559338,-116.3151473,BR
CA0109,015,LAKE ARROWHEAD BRANCH LIBRARY,BLUE JAY,CA,92317,34.24652746,-117.2095539,BR
CA0109,016,LOMA LINDA BRANCH LIBRARY,LOMA LINDA,CA,92354,34.04824825,-117.2461624,BR
CA0109,017,JANICE HORST LUCERNE VALLEY BRANCH LIBRARY,LUCERNE VALLEY,CA,92356,34.44393149,-116.9410858,BR
CA0109,018,MENTONE SENIOR CENTER AND LIBRARY,MENTONE,CA,92359,34.07088852,-117.1338196,BR
CA0109,019,MONTCLAIR BRANCH LIBRARY,MONTCLAIR,CA,91763,34.07287223,-117.6938934,BR
CA0109,020,NEEDLES BRANCH LIBRARY,NEEDLES,CA,92363,34.83469004,-114.618286,BR
CA0109,022,RIALTO BRANCH LIBRARY,RIALTO,CA,92376,34.10053628,-117.3740234,BR
CA0109,023,RUNNING SPRINGS BRANCH LIBRARY,RUNNING SPRINGS,CA,92382,34.20584873,-117.104866,BR
CA0109,024,TRONA BRANCH LIBRARY,TRONA,CA,93562,35.75771703,-117.3790893,BR
CA0109,025,TWENTYNINE PALMS BRANCH LIBRARY,TWENTYNINE PALMS,CA,92277,34.14335636,-116.0543214,BR
CA0109,027,WRIGHTWOOD BRANCH LIBRARY,WRIGHTWOOD,CA,92397,34.35985178,-117.6353072,BR
CA0109,028,YUCAIPA BRANCH LIBRARY,YUCAIPA,CA,92399,34.03502655,-117.0562668,BR
CA0109,029,YUCCA VALLEY BRANCH LIBRARY,YUCCA VALLEY,CA,92284,34.1238685,-116.4182363,BR
CA0109,032,CHINO HILLS,CHINO HILLS,CA,91709,33.99760433,-117.7302323,BR
CA0109,034,KAISER BRANCH LIBRARY,FONTANA,CA,92337,34.05014796,-117.4933166,BR
CA0109,037,PHELAN MEMORIAL LIBRARY,PHELAN,CA,92371,34.42856591,-117.5748139,BR
CA0109,038,CARTER BRANCH LIBRARY,RIALTO,CA,92377,34.14736941,-117.4010315,BR
CA0109,039,SUMMIT BRANCH LIBRARY,FONTANA,CA,92336,34.15033333,-117.4650878,BR
CA0109,040,CAL AERO PRESERVE ACADEMY BRANCH LIBRARY,CHINO,CA,91708,33.96566383,-117.6234436,BR
CA0109,041,MUSCOY BAKER FAMILY LEARNING CENTER,MUSCOY,CA,92407,34.14744945,-117.3398591,BR
CA0110,002,NORMAN F. FELDHEYM LIBRARY,SAN BERNARDINO,CA,92410,34.11015317,-117.2953414,CE
CA0110,003,HOWARD M. ROWE BRANCH LIBRARY,SAN BERNARDINO,CA,92404,34.14950947,-117.2847138,BR
CA0110,005,PAUL VILLASENOR BRANCH LIBRARY,SAN BERNARDINO,CA,92411,34.10889052,-117.3138047,BR
CA0110,006,DOROTHY INGHRAM BRANCH LIBRARY,SAN BERNARDINO,CA,92411,34.13600158,-117.3186799,BR
CA0111,002,SAN BRUNO PUBLIC LIBRARY,SAN BRUNO,CA,94066,37.62533196,-122.4149703,CE
CA0112,003,ALPINE LIBRARY,ALPINE,CA,91901,32.83765412,-116.7761383,BR
CA0112,004,BONITA-SUNNYSIDE LIBRARY,BONITA,CA,91902,32.66067132,-117.0345305,BR
CA0112,005,BORREGO SPRINGS LIBRARY,BORREGO SPRINGS,CA,92004,33.2539364,-116.3796589,BR
CA0112,006,CAMPO-MORENA VILLAGE LIBRARY,CAMPO,CA,91906,32.62451548,-116.4745636,BR
CA0112,007,CARDIFF LIBRARY,CARDIFF,CA,92007,33.02183157,-117.2815628,BR
CA0112,008,CASA DE ORO LIBRARY,SPRING VALLEY,CA,91977,32.74794387,-116.9857407,BR
CA0112,009,CREST LIBRARY,EL CAJON,CA,92021,32.804161,-116.8674392,BR
CA0112,010,DEL MAR LIBRARY,DEL MAR,CA,92014,32.95771797,-117.2645187,BR
CA0112,011,DESCANSO LIBRARY,DESCANSO,CA,91916,32.85876855,-116.6141967,BR
CA0112,012,EL CAJON LIBRARY,EL CAJON,CA,92020,32.79376209,-116.960431,BR
CA0112,014,FALLBROOK LIBRARY,FALLBROOK,CA,92028,33.38163,-117.2535477,BR
CA0112,015,FLETCHER HILLS LIBRARY,EL CAJON,CA,92020,32.80176168,-116.9975204,BR
CA0112,017,IMPERIAL BEACH LIBRARY,IMPERIAL BEACH,CA,91932,32.57666133,-117.1160282,BR
CA0112,018,JACUMBA LIBRARY,JACUMBA,CA,91934,32.61761579,-116.1871405,BR
CA0112,019,JULIAN LIBRARY,JULIAN,CA,92036,33.0769822,-116.5965509,BR
CA0112,020,LAKESIDE LIBRARY,LAKESIDE,CA,92040,32.85901263,-116.920784,BR
CA0112,021,LA MESA LIBRARY,LA MESA,CA,91942,32.76605226,-117.0232773,BR
CA0112,022,LEMON GROVE LIBRARY,LEMON GROVE,CA,91945,32.73866271,-117.0294342,BR
CA0112,023,LINCOLN ACRES LIBRARY,NATIONAL CITY,CA,91950,32.66639807,-117.0714196,BR
CA0112,024,PINE VALLEY LIBRARY,PINE VALLEY,CA,91962,32.82351691,-116.5315475,BR
CA0112,025,POTRERO LIBRARY,POTRERO,CA,91963,32.61128243,-116.6132431,BR
CA0112,026,POWAY LIBRARY,POWAY,CA,92064,32.95597466,-117.0457916,BR
CA0112,027,RAMONA LIBRARY,RAMONA,CA,92065,33.03944944,-116.873351,BR
CA0112,028,RANCHO SANTA FE LIBRARY,RANCHO SANTA FE,CA,92067,33.02110284,-117.2052003,BR
CA0112,029,SAN MARCOS LIBRARY,SAN MARCOS,CA,92069,33.14115529,-117.160675,BR
CA0112,030,SANTEE LIBRARY,SANTEE,CA,92071,32.84450155,-116.9978484,BR
CA0112,031,SOLANA BEACH LIBRARY,SOLANA BEACH,CA,92075,32.9944877,-117.2622452,BR
CA0112,032,SPRING VALLEY LIBRARY,SPRING VALLEY,CA,91977,32.71243145,-117.0017732,BR
CA0112,033,VALLEY CENTER LIBRARY,VALLEY CENTER,CA,92082,33.24261094,-117.0236817,BR
CA0112,034,VISTA LIBRARY,VISTA,CA,92084,33.20186181,-117.233218,BR
CA0112,038,RANCHO SAN DIEGO LIBRARY,EL CAJON,CA,92019,32.74912262,-116.9290085,BR
CA0112,040,4S RANCH,SAN DIEGO,CA,92127,33.02143477,-117.1141205,BR
CA0112,041,ENCINITAS LIBRARY,ENCINITAS,CA,92024,33.04554376,-117.2902375,BR
CA0113,002,SAN DIEGO CENTRAL LIBRARY,SAN DIEGO,CA,92101,32.71471025,-117.1569213,CE
CA0113,003,BALBOA BRANCH LIBRARY,SAN DIEGO,CA,92117,32.82246779,-117.1751252,BR
CA0113,004,MOUNTAIN VIEW/BECKWOURTH BRANCH LIBRARY,SAN DIEGO,CA,92113,32.69804003,-117.1030578,BR
CA0113,005,ALLIED GARDENS / BENJAMIN BRANCH LIBRARY,SAN DIEGO,CA,92120,32.79289631,-117.0815048,BR
CA0113,006,CLAIREMONT BRANCH LIBRARY,SAN DIEGO,CA,92110,32.79369737,-117.1937714,BR
CA0113,007,COLLEGE-ROLANDO BRANCH LIBRARY,SAN DIEGO,CA,92115,32.76897436,-117.0561981,BR
CA0113,008,CITY HEIGHTS / WEINGART BRANCH,SAN DIEGO,CA,92105,32.74621586,-117.1009216,BR
CA0113,009,LA JOLLA / RIFORD BRANCH LIBRARY,LA JOLLA,CA,92037,32.84066012,-117.2764358,BR
CA0113,010,LINDA VISTA BRANCH LIBRARY,SAN DIEGO,CA,92111,32.78324128,-117.1697465,BR
CA0113,011,LOGAN HEIGHTS BRANCH LIBRARY,SAN DIEGO,CA,92113,32.70009619,-117.1338196,BR
CA0113,012,MIRA MESA BRANCH LIBRARY,SAN DIEGO,CA,92126,32.91569517,-117.1427078,BR
CA0113,013,MISSION HILLS BRANCH LIBRARY,SAN DIEGO,CA,92103,32.7497596,-117.1719437,BR
CA0113,014,KENSINGTON-NORMAL HEIGHTS BRANCH LIBRARY,SAN DIEGO,CA,92116,32.76321406,-117.1068497,BR
CA0113,015,NORTH CLAIREMONT BRANCH LIBRARY,SAN DIEGO,CA,92117,32.8283233,-117.2062226,BR
CA0113,016,NORTH PARK BRANCH LIBRARY,SAN DIEGO,CA,92104,32.74726871,-117.1271515,BR
CA0113,017,OAK PARK BRANCH LIBRARY,SAN DIEGO,CA,92105,32.73504642,-117.0797501,BR
CA0113,018,OCEAN BEACH BRANCH LIBRARY,SAN DIEGO,CA,92107,32.74568935,-117.2470856,BR
CA0113,019,OTAY MESA-NESTOR BRANCH LIBRARY,SAN DIEGO,CA,92154,32.57691765,-117.0685684,BR
CA0113,020,PACIFIC BEACH / EARL & BIRDIE TAYLOR BRANCH LIBRARY,SAN DIEGO,CA,92109,32.79409408,-117.2508163,BR
CA0113,021,PARADISE HILLS BRANCH LIBRARY,SAN DIEGO,CA,92139,32.67247392,-117.0611496,BR
CA0113,022,POINT LOMA/HERVEY BRANCH LIBRAY,SAN DIEGO,CA,92107,32.74029534,-117.2293015,BR
CA0113,023,RANCHO BERNARDO BRANCH LIBRARY,SAN DIEGO,CA,92128,33.02496334,-117.0745164,BR
CA0113,024,RANCHO PENASQUITOS BRANCH LIBRARY,SAN DIEGO,CA,92129,32.9594384,-117.1224136,BR
CA0113,025,SAN CARLOS BRANCH LIBRARY,SAN DIEGO,CA,92119,32.80159383,-117.0406722,BR
CA0113,026,SAN YSIDRO BRANCH LIBRARY,SAN DIEGO,CA,92173,32.55823894,-117.0430602,BR
CA0113,027,SCRIPPS MIRAMAR RANCH LIBRARY CENTER,SAN DIEGO,CA,92131,32.91181561,-117.105194,BR
CA0113,028,SERRA MESA BRANCH LIBRARY,SAN DIEGO,CA,92123,32.80981443,-117.1336974,BR
CA0113,029,SKYLINE HILLS BRANCH LIBRARY,SAN DIEGO,CA,92139,32.69680047,-117.0271481,BR
CA0113,030,TIERRASANTA BRANCH LIBRARY,SAN DIEGO,CA,92124,32.82154465,-117.0974579,BR
CA0113,031,UNIVERSITY COMMUNITY BRANCH LIBRARY,SAN DIEGO,CA,92122,32.85428231,-117.2009278,BR
CA0113,032,UNIVERSITY HEIGHTS BRANCH LIBRARY,SAN DIEGO,CA,92103,32.75386049,-117.1462249,BR
CA0113,033,"VALENCIA/MALCOLM X LIBRARY & PERFORMING ARTS CENTER, VALENCI",SAN DIEGO,CA,92114,32.71047974,-117.0840683,BR
CA0113,037,CARMEL VALLEY BRANCH LIBRARY,SAN DIEGO,CA,92130,32.95246884,-117.2309189,BR
CA0113,038,CARMEL MOUNTAIN RANCH BRANCH LIBRARY,SAN DIEGO,CA,92128,32.98194879,-117.0742339,BR
CA0113,039,MISSION VALLEY,SAN DIEGO,CA,92108,32.779152,-117.1271743,BR
CA0113,041,NORTH UNIVERSITY COMMUNITY BRANCH LIBRARY,SAN DIEGO,CA,92122,32.86830892,-117.198494,BR
CA0114,002,SAN FRANCISCO MAIN LIBRARY,SAN FRANCISCO,CA,94102,37.77918234,-122.4166793,CE
CA0114,004,BERNAL HEIGHTS BRANCH LIBRARY,SAN FRANCISCO,CA,94110,37.73900599,-122.4161454,BR
CA0114,005,CHINATOWN - HIM MARK LAI BRANCH LIBRARY,SAN FRANCISCO,CA,94108,37.79528045,-122.4099121,BR
CA0114,006,EUREKA VALLEY - HARVEY MILK MEMORIAL BRANCH LIBRARY,SAN FRANCISCO,CA,94114,37.76413339,-122.4320526,BR
CA0114,007,EXCELSIOR BRANCH LIBRARY,SAN FRANCISCO,CA,94112,37.72697452,-122.4331131,BR
CA0114,008,GLEN PARK BRANCH LIBRARY,SAN FRANCISCO,CA,94131,37.73395921,-122.4340057,BR
CA0114,009,GOLDEN GATE VALLEY BRANCH LIBRARY,SAN FRANCISCO,CA,94123,37.79693605,-122.4290466,BR
CA0114,010,INGLESIDE BRANCH LIBRARY,SAN FRANCISCO,CA,94112,37.72393805,-122.4562988,BR
CA0114,011,MARINA BRANCH LIBRARY,SAN FRANCISCO,CA,94123,37.80111317,-122.4341431,BR
CA0114,013,MISSION BRANCH LIBRARY,SAN FRANCISCO,CA,94110,37.75313566,-122.4208069,BR
CA0114,014,NOE VALLEY - SALLY BRUNN BRANCH LIBRARY,SAN FRANCISCO,CA,94114,37.75040429,-122.435112,BR
CA0114,015,NORTH BEACH BRANCH LIBRARY,SAN FRANCISCO,CA,94133,37.80250934,-122.4133301,BR
CA0114,016,OCEAN VIEW BRANCH LIBRARY,SAN FRANCISCO,CA,94132,37.71424866,-122.4659652,BR
CA0114,017,ORTEGA BRANCH LIBRARY,SAN FRANCISCO,CA,94122,37.75143044,-122.4974136,BR
CA0114,018,PARK BRANCH LIBRARY,SAN FRANCISCO,CA,94117,37.77040095,-122.4510422,BR
CA0114,020,PORTOLA BRANCH LIBRARY,SAN FRANCISCO,CA,94134,37.72696308,-122.4063187,BR
CA0114,021,POTRERO BRANCH LIBRARY,SAN FRANCISCO,CA,94107,37.75997546,-122.3976594,BR
CA0114,022,PRESIDIO BRANCH LIBRARY,SAN FRANCISCO,CA,94115,37.78848646,-122.444809,BR
CA0114,023,RICHMOND - SEN. MILTON MARKS BRANCH LIBRARY,SAN FRANCISCO,CA,94118,37.78159717,-122.4680024,BR
CA0114,024,SUNSET BRANCH LIBRARY,SAN FRANCISCO,CA,94122,37.76337432,-122.4761048,BR
CA0114,025,VISITACION VALLEY BRANCH LIBRARY,SAN FRANCISCO,CA,94134,37.71261972,-122.4077378,BR
CA0114,026,BAYVIEW LINDA BROOKS-BURTON BRANCH LIBRARY,SAN FRANCISCO,CA,94124,37.73254007,-122.3913803,BR
CA0114,027,WEST PORTAL BRANCH LIBRARY,SAN FRANCISCO,CA,94127,37.74128344,-122.4660111,BR
CA0114,028,WESTERN ADDITION BRANCH LIBRARY,SAN FRANCISCO,CA,94115,37.78411488,-122.4379119,BR
CA0114,035,TECHMOBILE (611),SAN FRANCISCO,CA,94103,37.7737732,-122.4023514,BS
CA0114,037,LIBRARY ON WHEELS (612),SAN FRANCISCO,CA,94103,37.7737732,-122.4023514,BS
CA0114,038,MISSION BAY BRANCH LIBRARY,SAN FRANCISCO,CA,94158,37.77546689,-122.3930817,BR
CA0114,039,ANZA BRANCH LIBRARY,SAN FRANCISCO,CA,94121,37.77850726,-122.4974975,BR
CA0114,040,MERCED BRANCH LIBRARY,SAN FRANCISCO,CA,94132,37.72687905,-122.4744339,BR
CA0114,041,PARKSIDE BRANCH LIBRARY,SAN FRANCISCO,CA,94116,37.74293136,-122.4793854,BR
CA0114,042,GREEN MOBILE (00003),SAN FRANCISCO,CA,94103,37.7737732,-122.4023514,BS
CA0114,043,YOUTHMOBILE,SAN FRANCISCO,CA,94103,37.7737732,-122.4023514,BS
CA0115,002,"DR. MARTIN LUTHER KING, JR. LIBRARY",SAN JOSE,CA,95112,37.33715438,-121.8831558,CE
CA0115,004,ALVISO LIBRARY,SAN JOSE,CA,95002,37.42431263,-121.9691848,BR
CA0115,005,BERRYESSA LIBRARY,SAN JOSE,CA,95132,37.39328388,-121.8410264,BR
CA0115,006,BIBLIOTECA LATINOAMERICANA,SAN JOSE,CA,95110,37.32249443,-121.880127,BR
CA0115,007,CALABAZAS BRANCH LIBRARY,SAN JOSE,CA,95129,37.30220415,-122.0236205,BR
CA0115,008,CAMBRIAN LIBRARY,SAN JOSE,CA,95124,37.26460263,-121.9151,BR
CA0115,009,EAST SAN JOSE CARNEGIE LIBRARY,SAN JOSE,CA,95116,37.34667203,-121.8683624,BR
CA0115,010,EDUCATIONAL PARK BRANCH LIBRARY,SAN JOSE,CA,95133,37.3654252,-121.857933,BR
CA0115,011,JOYCE ELLINGTON BRANCH LIBRARY,SAN JOSE,CA,95112,37.34960561,-121.88694,BR
CA0115,012,EVERGREEN BRANCH LIBRARY,SAN JOSE,CA,95121,37.31338506,-121.7962113,BR
CA0115,013,HILLVIEW LIBRARY,SAN JOSE,CA,95122,37.33742532,-121.8314743,BR
CA0115,014,PEARL AVENUE LIBRARY,SAN JOSE,CA,95136,37.26755143,-121.8668364,BR
CA0115,016,SANTA TERESA LIBRARY,SAN JOSE,CA,95119,37.23776252,-121.7998658,BR
CA0115,017,SEVEN TREES BRANCH LIBRARY,SAN JOSE,CA,95111,37.28454213,-121.8328476,BR
CA0115,018,WEST VALLEY LIBRARY,SAN JOSE,CA,95117,37.30269235,-121.9793244,BR
CA0115,019,WILLOW GLEN BRANCH LIBRARY,SAN JOSE,CA,95125,37.30249789,-121.8997651,BR
CA0115,021,VINELAND BRANCH LIBRARY,SAN JOSE,CA,95118,37.2405853,-121.8925705,BR
CA0115,022,ROSE GARDEN LIBRARY,SAN JOSE,CA,95126,37.33208462,-121.9264907,BR
CA0115,023,TULLY COMMUNITY BRANCH LIBRARY,SAN JOSE,CA,95111,37.3121872,-121.8409271,BR
CA0115,024,DR. ROBERTO CRUZ ALUM ROCK BRANCH LIBRARY,SAN JOSE,CA,95127,37.36566538,-121.828186,BR
CA0115,025,ALMADEN BRANCH LIBRARY,SAN JOSE,CA,95120,37.22201159,-121.8692551,BR
CA0115,027,EDENVALE BRANCH LIBRARY,SAN JOSE,CA,95111,37.26798239,-121.8212814,BR
CA0115,028,BASCOM LIBRARY AND COMMUNITY CENTER,SAN JOSE,CA,95128,37.30731204,-121.9317321,BR
CA0115,029,VILLAGE SQUARE BRANCH LIBRARY,SAN JOSE,CA,95135,37.31366346,-121.7743759,BR
CA0115,030,MT. PLEASANT NEIGHBORHOOD LIBRARY,SAN JOSE,CA,95127,37.35176852,-121.8013382,BR
CA0116,002,CARL MARTIN LUCK MEMORIAL LIBRARY,SAN JUAN BAUTISTA,CA,95045,36.84750238,-121.5400208,CE
CA0117,002,SAN LEANDRO PUBLIC MAIN LIBRARY,SAN LEANDRO,CA,94577,37.72557454,-122.1539155,CE
CA0117,003,MANOR BRANCH LIBRARY,SAN LEANDRO,CA,94579,37.69129184,-122.1526795,BR
CA0117,004,MULFORD-MARINA BRANCH LIBRARY,SAN LEANDRO,CA,94577,37.69808571,-122.1822129,BR
CA0118,002,SAN LUIS OBISPO CITY-COUNTY LIBRARY,SAN LUIS OBISPO,CA,93401,35.28251262,-120.6623687,CE
CA0118,003,ATASCADERO LIBRARY,ATASCADERO,CA,93422,35.48891074,-120.6646041,BR
CA0118,004,CAMBRIA LIBRARY,CAMBRIA,CA,93428,35.56478507,-121.0963898,BR
CA0118,005,CAYUCOS LIBRARY,CAYUCOS,CA,93430,35.45240403,-120.9057694,BR
CA0118,006,CRESTON LIBRARY,CRESTON,CA,93432,35.51834492,-120.5232774,BR
CA0118,007,MORRO BAY LIBRARY,MORRO BAY,CA,93442,35.36696251,-120.8462601,BR
CA0118,008,NIPOMO LIBRARY,NIPOMO,CA,93444,35.0286179,-120.4965058,BR
CA0118,010,SAN MIGUEL LIBRARY,SAN MIGUEL,CA,93451,35.75168986,-120.6982117,BR
CA0118,011,SANTA MARGARITA LIBRARY,SANTA MARGARITA,CA,93453,35.38820263,-120.6081619,BR
CA0118,012,SHANDON LIBRARY,SHANDON,CA,93461,35.65546796,-120.3755874,BR
CA0118,013,SHELL BEACH LIBRARY,SHELL BEACH,CA,93449,35.1545754,-120.6695099,BR
CA0118,015,LOS OSOS LIBRARY,LOS OSOS,CA,93402,35.31339264,-120.8373185,BR
CA0118,016,SOUTH COUNTY LIBRARY,ARROYO GRANDE,CA,93420,35.12372974,-120.5899353,BR
CA0118,018,OCEANO,OCEANO,CA,93445,35.10270302,-120.6124267,BR
CA0119,002,CROWELL PUBLIC LIBRARY,SAN MARINO,CA,91108,34.11920164,-118.1128921,CE
CA0120,003,ATHERTON LIBRARY,ATHERTON,CA,94027,37.46344376,-122.1968461,BR
CA0120,004,BELMONT LIBRARY,BELMONT,CA,94002,37.50917433,-122.2928009,BR
CA0120,005,BRISBANE LIBRARY,BRISBANE,CA,94005,37.68335338,-122.4031295,BR
CA0120,006,EAST PALO ALTO LIBRARY,EAST PALO ALTO,CA,94303,37.47228239,-122.1395874,BR
CA0120,007,FOSTER CITY LIBRARY,FOSTER CITY,CA,94404,37.5589485,-122.2709579,BR
CA0120,008,HALF MOON BAY LIBRARY,HALF MOON BAY,CA,94019,37.46536627,-122.4337844,BR
CA0120,009,MILLBRAE LIBRARY,MILLBRAE,CA,94030,37.60270686,-122.3970794,BR
CA0120,010,PACIFICA LIBRARY,PACIFICA,CA,94044,37.63218304,-122.4923324,BR
CA0120,011,SANCHEZ LIBRARY,PACIFICA,CA,94044,37.58485407,-122.4759446,BR
CA0120,012,PORTOLA VALLEY LIBRARY,PORTOLA VALLEY,CA,94028,37.38260265,-122.2293397,BR
CA0120,013,SAN CARLOS LIBRARY,SAN CARLOS,CA,94070,37.50416564,-122.2619553,BR
CA0120,014,WOODSIDE LIBRARY,WOODSIDE,CA,94062,37.42858129,-122.2578431,BR
CA0120,015,SAN MATEO COUNTY BOOKMOBILE,SAN MATEO,CA,94402,37.51021578,-122.3347778,BS
CA0120,016,NORTH FAIR OAKS LIBRARY,REDWOOD CITY,CA,94063,37.4781685,-122.2136918,BR
CA0121,002,SAN MATEO PUBLIC LIBRARY,SAN MATEO,CA,94402,37.56216426,-122.3271865,CE
CA0121,003,HILLSDALE BRANCH LIBRARY,SAN MATEO,CA,94403,37.53372187,-122.3046646,BR
CA0121,004,MARINA BRANCH LIBRARY,SAN MATEO,CA,94403,37.55633167,-122.2933349,BR
CA0122,002,SAN RAFAEL PUBLIC LIBRARY,SAN RAFAEL,CA,94901,37.97510526,-122.53302,CE
CA0122,003,PICKLEWEED LIBRARY,SAN RAFAEL,CA,94901,37.96768568,-122.4983139,BR
CA0122,004,NORTHGATE POP-UP LIBRARY,SAN RAFAEL,CA,94903,38.0038837,-122.5457214,BR
CA0123,004,NEWHOPE LIBRARY LEARNING CENTER,SANTA ANA,CA,92703,33.74585336,-117.9288255,BR
CA0123,007,SANTA ANA PUBLIC LIBRARY,SANTA ANA,CA,92701,33.7510161,-117.8738143,CE
CA0123,011,GARFIELD COMMUNITY CENTER,SANTA ANA,CA,92701,33.74902344,-117.8604354,BR
CA0123,013,EL SALVADOR COMMUNITY CENTER,SANTA ANA,CA,92703,33.75207906,-117.8943252,BR
CA0123,014,THE KNOWLEDGE MOBILE,SANTA ANA,CA,92701,33.7510161,-117.8738143,BS
CA0124,002,SANTA BARBARA PUBLIC LIBRARY,SANTA BARBARA,CA,93101,34.42416764,-119.7035599,CE
CA0124,005,EASTSIDE LIBRARY,SANTA BARBARA,CA,93103,34.42684171,-119.680191,BR
CA0124,007,MONTECITO LIBRARY,MONTECITO,CA,93108,34.43698499,-119.6335602,BR
CA0124,011,LIBRARY ON THE GO,SANTA BARBARA,CA,93101,34.42416764,-119.7035599,BS
CA0125,002,SANTA CLARA CITY LIBRARY - CENTRAL PARK LIBRARY,SANTA CLARA,CA,95051,37.33946229,-121.9733735,CE
CA0125,003,MISSION LIBRARY FAMILY READING CENTER,SANTA CLARA,CA,95050,37.34771133,-121.943829,BR
CA0125,005,NORTHSIDE BRANCH LIBRARY,SANTA CLARA,CA,95054,37.39543538,-121.9467393,BR
CA0125,006,SANTA CLARA CITY LIBRARY BOOKMOBILE,SANTA CLARA,CA,95051,37.33946229,-121.9733735,BS
CA0126,004,CAMPBELL LIBRARY,CAMPBELL,CA,95008,37.2875749,-121.9509679,BR
CA0126,005,CUPERTINO LIBRARY,CUPERTINO,CA,95014,37.31811903,-122.0292129,BR
CA0126,006,GILROY LIBRARY,GILROY,CA,95020,37.00548544,-121.5730209,BR
CA0126,007,LOS ALTOS LIBRARY,LOS ALTOS,CA,94022,37.3808903,-122.1133406,BR
CA0126,008,WOODLAND LIBRARY,LOS ALTOS,CA,94024,37.34399418,-122.0755996,BR
CA0126,009,MILPITAS LIBRARY,MILPITAS,CA,95035,37.43275078,-121.9074325,BR
